T_min,date,T_max,H_min,H_max,extrap
279.2733333333333,2021-01-04,283.0833333333333,72.93333333333334,91.51666666666668,0.0
279.58,2021-01-05,282.725,75.88333333333334,91.55,0.0
279.08389830508474,2021-01-06,283.01440677966104,72.96610169491525,90.61016949152544,0.0
278.67333333333335,2021-01-07,283.38166666666666,70.08333333333333,90.61666666666666,0.0
277.9583333333333,2021-01-08,283.545,67.75,89.86666666666666,0.0
278.26000000000005,2021-01-09,282.93500000000006,69.48333333333333,89.55,0.0
278.62666666666667,2021-01-10,283.1983333333332,68.53333333333333,87.43333333333334,0.0
277.9683333333333,2021-01-11,283.54833333333335,68.45,88.21666666666668,0.0
279.7933333333333,2021-01-12,285.9816666666667,72.28333333333333,90.01666666666668,0.0
282.77833333333336,2021-01-13,287.2600000000001,76.23333333333333,91.61666666666666,0.0
282.8161016949153,2021-01-14,287.0381355932204,74.71186440677967,91.28813559322028,0.0
280.2749999999999,2021-01-15,285.3933333333333,69.46666666666667,89.25,0.0
278.43333333333334,2021-01-16,284.28,70.38333333333334,92.08333333333331,0.0
280.81,2021-01-17,286.08166666666665,67.48333333333333,92.13333333333334,0.0
279.985,2021-01-18,286.0566666666666,66.4,90.65,0.0
280.52833333333336,2021-01-19,287.585,63.81666666666667,90.51666666666668,0.0
282.7116666666667,2021-01-20,288.5783333333333,62.36666666666667,84.26666666666667,0.0
283.66,2021-01-21,288.4733333333333,69.58333333333333,89.93333333333334,0.0
282.37666666666667,2021-01-22,287.4433333333333,70.1,91.71666666666668,0.0
281.4583333333333,2021-01-23,286.08,68.76666666666667,89.76666666666668,0.0
280.30833333333334,2021-01-24,285.44166666666666,66.95,90.91666666666669,0.0
280.1333333333333,2021-01-25,285.4016666666667,63.18333333333333,88.86666666666666,0.0
278.53983050847455,2021-01-26,284.6872881355933,61.932203389830505,87.66101694915254,0.0
281.50666666666666,2021-01-27,287.43333333333334,73.65,91.68333333333334,0.0
284.8194915254237,2021-01-28,289.9669491525424,74.37288135593221,93.25423728813558,0.0
284.98833333333334,2021-01-29,289.7283333333333,66.68333333333334,91.76666666666668,0.0
284.26,2021-01-30,288.2766666666667,73.15,93.03333333333332,0.0
283.925,2021-01-31,288.07166666666666,76.83333333333333,91.81666666666666,0.0
284.9816666666667,2021-02-01,288.285,77.06666666666666,91.58333333333331,0.0
285.0516666666667,2021-02-02,290.5083333333334,72.41666666666667,92.08333333333331,0.0
284.61833333333334,2021-02-03,289.9400000000001,70.55,92.51666666666668,0.0
