date,total,Seoul,Busan,Daegu,Incheon,Gwangju,Daejeon,Ulsan,Sejong,Gyeonggi,Gangwon,Chungbuk,Chungnam,Jeonbuk,Jeonnam,Gyeongbuk,Gyeongnam,Jeju,url
2020-05-27,11265.0,802.0,144.0,6878.0,158.0,30.0,45.0,50.0,47.0,774.0,56.0,60.0,145.0,21.0,18.0,1378.0,123.0,14.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367341&tag=&nPage=29
2020-05-28,11344.0,826.0,145.0,6880.0,180.0,30.0,45.0,50.0,47.0,795.0,56.0,60.0,146.0,21.0,18.0,1379.0,123.0,14.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367349&tag=&nPage=29
2020-05-29,11402.0,846.0,145.0,6880.0,198.0,30.0,45.0,50.0,47.0,815.0,56.0,60.0,146.0,21.0,18.0,1379.0,123.0,14.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367370&tag=&nPage=29
2020-05-30,11441.0,855.0,146.0,6882.0,203.0,32.0,45.0,50.0,47.0,828.0,57.0,60.0,146.0,21.0,19.0,1379.0,123.0,14.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367375&tag=&nPage=29
2020-05-31,11468.0,861.0,147.0,6883.0,206.0,32.0,46.0,52.0,47.0,840.0,57.0,60.0,146.0,21.0,19.0,1379.0,123.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367380&tag=&nPage=28
2020-06-01,11503.0,862.0,147.0,6884.0,224.0,32.0,46.0,52.0,47.0,852.0,57.0,60.0,146.0,21.0,20.0,1379.0,123.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367388&tag=&nPage=28
2020-06-02,11541.0,876.0,147.0,6884.0,232.0,32.0,46.0,52.0,47.0,867.0,57.0,60.0,146.0,21.0,20.0,1379.0,123.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367397&tag=&nPage=28
2020-06-03,11590.0,895.0,147.0,6885.0,249.0,32.0,46.0,52.0,47.0,879.0,57.0,60.0,146.0,21.0,20.0,1379.0,123.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367407&tag=&nPage=28
2020-06-04,11629.0,909.0,147.0,6885.0,256.0,32.0,46.0,52.0,47.0,894.0,57.0,60.0,146.0,21.0,20.0,1380.0,123.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367417&tag=&nPage=28
2020-06-05,11668.0,924.0,147.0,6886.0,262.0,32.0,46.0,52.0,47.0,907.0,57.0,60.0,147.0,21.0,20.0,1382.0,123.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367442&tag=&nPage=27
2020-06-06,11719.0,947.0,147.0,6886.0,273.0,32.0,46.0,52.0,47.0,915.0,58.0,60.0,148.0,21.0,20.0,1383.0,124.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367447&tag=&nPage=27
2020-06-07,11776.0,974.0,147.0,6887.0,279.0,32.0,46.0,53.0,47.0,934.0,58.0,61.0,148.0,21.0,20.0,1383.0,124.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367452&tag=&nPage=27
2020-06-08,11814.0,996.0,147.0,6888.0,283.0,32.0,46.0,53.0,47.0,942.0,58.0,61.0,148.0,21.0,20.0,1383.0,124.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367457&tag=&nPage=27
2020-06-09,11852.0,1015.0,147.0,6888.0,286.0,32.0,46.0,53.0,47.0,955.0,58.0,61.0,150.0,21.0,20.0,1383.0,125.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367472&tag=&nPage=27
2020-06-10,11902.0,1027.0,147.0,6888.0,294.0,32.0,46.0,53.0,47.0,976.0,59.0,61.0,150.0,21.0,20.0,1383.0,127.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367479&tag=&nPage=26
2020-06-11,11947.0,1048.0,147.0,6888.0,300.0,32.0,46.0,53.0,47.0,992.0,59.0,61.0,150.0,21.0,20.0,1383.0,127.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367497&tag=&nPage=26
2020-06-12,12003.0,1073.0,147.0,6889.0,301.0,32.0,46.0,53.0,47.0,1011.0,59.0,61.0,150.0,21.0,20.0,1383.0,127.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367506&tag=&nPage=26
2020-06-13,12051.0,1101.0,147.0,6892.0,302.0,32.0,46.0,53.0,47.0,1025.0,59.0,61.0,151.0,21.0,20.0,1383.0,127.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367511&tag=&nPage=26
2020-06-14,12085.0,1113.0,147.0,6894.0,310.0,32.0,46.0,53.0,47.0,1035.0,60.0,61.0,151.0,21.0,20.0,1383.0,127.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367515&tag=&nPage=26
2020-06-15,12121.0,1120.0,147.0,6894.0,318.0,32.0,46.0,53.0,47.0,1045.0,60.0,61.0,152.0,21.0,20.0,1383.0,130.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367523&tag=&nPage=25
2020-06-16,12155.0,1132.0,148.0,6894.0,320.0,32.0,49.0,53.0,47.0,1050.0,60.0,61.0,152.0,21.0,20.0,1383.0,132.0,15.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367529&tag=&nPage=25
2020-06-17,12198.0,1145.0,148.0,6895.0,322.0,32.0,54.0,53.0,47.0,1063.0,60.0,61.0,153.0,21.0,20.0,1383.0,132.0,16.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367536&tag=&nPage=25
2020-06-18,12257.0,1170.0,148.0,6896.0,323.0,32.0,61.0,53.0,48.0,1079.0,60.0,61.0,156.0,22.0,20.0,1383.0,132.0,16.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367554&tag=&nPage=25
2020-06-19,12306.0,1188.0,148.0,6896.0,323.0,32.0,67.0,53.0,48.0,1090.0,60.0,61.0,156.0,22.0,20.0,1383.0,132.0,19.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367565&tag=&nPage=25
2020-06-20,12373.0,1202.0,150.0,6898.0,328.0,32.0,72.0,53.0,48.0,1107.0,60.0,61.0,158.0,23.0,20.0,1384.0,132.0,19.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367571&tag=&nPage=24
2020-06-21,12421.0,1219.0,150.0,6899.0,328.0,33.0,82.0,53.0,49.0,1117.0,62.0,61.0,159.0,23.0,20.0,1384.0,133.0,19.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367575&tag=&nPage=24
2020-06-22,12438.0,1224.0,150.0,6900.0,329.0,33.0,82.0,53.0,49.0,1123.0,62.0,61.0,161.0,24.0,20.0,1385.0,133.0,19.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367585&tag=&nPage=24
2020-06-23,12484.0,1230.0,150.0,6901.0,330.0,33.0,86.0,53.0,49.0,1130.0,62.0,62.0,161.0,24.0,20.0,1385.0,133.0,19.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367590&tag=&nPage=24
2020-06-24,12535.0,1241.0,152.0,6903.0,333.0,33.0,94.0,55.0,49.0,1137.0,63.0,62.0,162.0,25.0,20.0,1386.0,133.0,19.0,http://www.kdca.go.kr//board/board.es?mid=a30402000000&bid=0030&act=view&list_no=367602&tag=&nPage=24
